,eventID ,case LoanGoal,case ApplicationType,case concept:name,case RequestedAmount,event Action,event org:resource,event concept:name,event EventOrigin,event EventID,event lifecycle:transition,event time:timestamp,day_of_week,hour,Position,next_event_time,time until next,minutes until next
206157,25713969201156,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_1,W_Complete application,Workflow,Workitem_1636332312,schedule,2016-03-17 13:58:21.619,Thursday,13,5,2016-03-17 13:58:21.623,0 days 00:00:00.004000,6.666666666666667e-05
206158,25713969201157,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_1,A_Concept,Application,ApplState_454356197,complete,2016-03-17 13:58:21.623,Thursday,13,6,2016-03-18 09:11:55.414,0 days 19:13:33.791000,1153.5631833333332
207895,25713969201158,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_28,W_Complete application,Workflow,Workitem_201257866,start,2016-03-18 09:11:55.414,Friday,9,7,2016-03-18 09:25:20.591,0 days 00:13:25.177000,13.419616666666666
207981,25713969201159,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_28,A_Accepted,Application,ApplState_2061518870,complete,2016-03-18 09:25:20.591,Friday,9,8,2016-03-18 09:30:18.800,0 days 00:04:58.209000,4.97015
208025,25713969201160,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_28,O_Create Offer,Offer,Offer_542912001,complete,2016-03-18 09:30:18.800,Friday,9,9,2016-03-18 09:30:20.598,0 days 00:00:01.798000,0.029966666666666666
208026,25713969201161,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_28,O_Created,Offer,OfferState_665048493,complete,2016-03-18 09:30:20.598,Friday,9,10,2016-03-18 09:31:53.169,0 days 00:01:32.571000,1.54285
208033,25713969201162,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_28,O_Sent (mail and online),Offer,OfferState_880769548,complete,2016-03-18 09:31:53.169,Friday,9,11,2016-03-18 09:31:53.188,0 days 00:00:00.019000,0.00031666666666666665
208034,25713969201163,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_28,W_Complete application,Workflow,Workitem_1267339036,complete,2016-03-18 09:31:53.188,Friday,9,12,2016-03-18 09:31:53.197,0 days 00:00:00.009000,0.00015
208035,25713969201164,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_28,W_Call after offers,Workflow,Workitem_2130572174,schedule,2016-03-18 09:31:53.197,Friday,9,13,2016-03-18 09:31:53.199,0 days 00:00:00.002000,3.3333333333333335e-05
208036,25713969201165,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_28,W_Call after offers,Workflow,Workitem_1915767980,start,2016-03-18 09:31:53.199,Friday,9,14,2016-03-18 09:31:53.211,0 days 00:00:00.012000,0.0002
208037,25713969201166,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_28,A_Complete,Application,ApplState_947494278,complete,2016-03-18 09:31:53.211,Friday,9,15,2016-03-18 09:42:00.674,0 days 00:10:07.463000,10.124383333333332
208109,25713969201167,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_28,W_Call after offers,Workflow,Workitem_544453470,suspend,2016-03-18 09:42:00.674,Friday,9,16,2016-03-22 09:08:00.891,3 days 23:26:00.217000,5726.003616666667
218617,25713969201168,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_3,W_Call after offers,Workflow,Workitem_1219926621,resume,2016-03-22 09:08:00.891,Tuesday,9,17,2016-03-22 09:08:24.043,0 days 00:00:23.152000,0.3858666666666667
218625,25713969201169,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_3,W_Call after offers,Workflow,Workitem_1851168494,suspend,2016-03-22 09:08:24.043,Tuesday,9,18,2016-03-23 09:16:03.328,1 days 00:07:39.285000,1447.6547500000001
222553,25713969201170,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_119,W_Call after offers,Workflow,Workitem_559018372,ate_abort,2016-03-23 09:16:03.328,Wednesday,9,19,2016-03-23 09:16:03.337,0 days 00:00:00.009000,0.00015
222554,25713969201171,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_119,W_Validate application,Workflow,Workitem_1355253548,schedule,2016-03-23 09:16:03.337,Wednesday,9,20,2016-03-23 09:16:03.339,0 days 00:00:00.002000,3.3333333333333335e-05
222555,25713969201172,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_119,W_Validate application,Workflow,Workitem_1805684947,start,2016-03-23 09:16:03.339,Wednesday,9,21,2016-03-23 09:16:04.305,0 days 00:00:00.966000,0.0161
222556,25713969201173,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_119,A_Validating,Application,ApplState_1176191956,complete,2016-03-23 09:16:04.305,Wednesday,9,22,2016-03-23 09:16:16.631,0 days 00:00:12.326000,0.20543333333333333
222558,25713969201174,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_119,O_Returned,Offer,OfferState_1462289488,complete,2016-03-23 09:16:16.631,Wednesday,9,23,2016-03-23 09:18:09.552,0 days 00:01:52.921000,1.8820166666666667
222562,25713969201175,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_119,W_Validate application,Workflow,Workitem_742207666,suspend,2016-03-23 09:18:09.552,Wednesday,9,24,2016-03-23 09:53:43.072,0 days 00:35:33.520000,35.55866666666667
222785,25713969201176,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_29,W_Validate application,Workflow,Workitem_1024585626,resume,2016-03-23 09:53:43.072,Wednesday,9,25,2016-03-23 10:06:31.970,0 days 00:12:48.898000,12.814966666666667
222870,25713969201177,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_29,W_Validate application,Workflow,Workitem_1154023522,suspend,2016-03-23 10:06:31.970,Wednesday,10,26,2016-03-28 11:26:02.896,5 days 01:19:30.926000,7279.515433333333
233296,25713969201178,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_75,W_Validate application,Workflow,Workitem_1206681080,resume,2016-03-28 11:26:02.896,Monday,11,27,2016-03-28 13:11:04.452,0 days 01:45:01.556000,105.02593333333333
233576,25713969201179,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_75,W_Validate application,Workflow,Workitem_714224027,start,2016-03-28 13:11:04.452,Monday,13,28,2016-03-28 13:35:50.431,0 days 00:24:45.979000,24.76631666666667
233717,25713969201180,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_75,W_Validate application,Workflow,Workitem_1680096440,complete,2016-03-28 13:35:50.431,Monday,13,29,2016-03-28 13:35:50.438,0 days 00:00:00.007000,0.00011666666666666667
233718,25713969201181,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_75,W_Call incomplete files,Workflow,Workitem_378540653,schedule,2016-03-28 13:35:50.438,Monday,13,30,2016-03-28 13:35:50.441,0 days 00:00:00.003000,5e-05
233719,25713969201182,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_75,W_Call incomplete files,Workflow,Workitem_114334483,start,2016-03-28 13:35:50.441,Monday,13,31,2016-03-28 13:35:50.445,0 days 00:00:00.004000,6.666666666666667e-05
233720,25713969201183,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_75,A_Incomplete,Application,ApplState_1375801582,complete,2016-03-28 13:35:50.445,Monday,13,32,2016-03-28 13:35:57.628,0 days 00:00:07.183000,0.11971666666666667
233721,25713969201184,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_75,W_Call incomplete files,Workflow,Workitem_1517694086,suspend,2016-03-28 13:35:57.628,Monday,13,33,2016-03-28 13:36:22.816,0 days 00:00:25.188000,0.4198
233722,25713969201185,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_24,W_Call incomplete files,Workflow,Workitem_2014803297,resume,2016-03-28 13:36:22.816,Monday,13,34,2016-03-28 13:44:11.112,0 days 00:07:48.296000,7.8049333333333335
233752,25713969201186,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_24,W_Call incomplete files,Workflow,Workitem_393750298,complete,2016-03-28 13:44:11.112,Monday,13,35,2016-03-28 13:44:11.119,0 days 00:00:00.007000,0.00011666666666666667
233753,25713969201187,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_24,W_Validate application,Workflow,Workitem_608506541,schedule,2016-03-28 13:44:11.119,Monday,13,36,2016-03-28 13:44:11.121,0 days 00:00:00.002000,3.3333333333333335e-05
233754,25713969201188,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_24,W_Validate application,Workflow,Workitem_1745965918,start,2016-03-28 13:44:11.121,Monday,13,37,2016-03-28 13:44:11.191,0 days 00:00:00.070000,0.0011666666666666668
233755,25713969201189,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_24,A_Validating,Application,ApplState_1488329656,complete,2016-03-28 13:44:11.191,Monday,13,38,2016-03-28 13:44:27.298,0 days 00:00:16.107000,0.26844999999999997
233756,25713969201190,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_24,W_Validate application,Workflow,Workitem_1012793855,suspend,2016-03-28 13:44:27.298,Monday,13,39,2016-03-29 10:41:56.843,0 days 20:57:29.545000,1257.4924166666667
236104,25713969201191,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_25,W_Validate application,Workflow,Workitem_1254489452,ate_abort,2016-03-29 10:41:56.843,Tuesday,10,40,2016-03-29 10:41:56.855,0 days 00:00:00.012000,0.0002
236105,25713969201192,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_25,W_Call incomplete files,Workflow,Workitem_584146907,schedule,2016-03-29 10:41:56.855,Tuesday,10,41,2016-03-29 10:41:56.881,0 days 00:00:00.026000,0.0004333333333333333
236106,25713969201193,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_25,W_Call incomplete files,Workflow,Workitem_891813530,start,2016-03-29 10:41:56.881,Tuesday,10,42,2016-03-29 10:41:56.884,0 days 00:00:00.003000,5e-05
236107,25713969201194,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_25,A_Incomplete,Application,ApplState_388982379,complete,2016-03-29 10:41:56.884,Tuesday,10,43,2016-03-29 10:42:04.263,0 days 00:00:07.379000,0.12298333333333332
236109,25713969201195,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_25,W_Call incomplete files,Workflow,Workitem_182679031,complete,2016-03-29 10:42:04.263,Tuesday,10,44,2016-03-29 10:42:04.276,0 days 00:00:00.013000,0.00021666666666666666
236110,25713969201196,Existing loan takeover,New credit,Application_1000339879,37500.0,Created,User_25,W_Validate application,Workflow,Workitem_279491890,schedule,2016-03-29 10:42:04.276,Tuesday,10,45,2016-03-29 10:42:04.279,0 days 00:00:00.003000,5e-05
236111,25713969201197,Existing loan takeover,New credit,Application_1000339879,37500.0,Obtained,User_25,W_Validate application,Workflow,Workitem_1462852112,start,2016-03-29 10:42:04.279,Tuesday,10,46,2016-03-29 10:42:04.358,0 days 00:00:00.079000,0.0013166666666666667
236112,25713969201198,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_25,A_Validating,Application,ApplState_1462835383,complete,2016-03-29 10:42:04.358,Tuesday,10,47,2016-03-29 10:42:25.151,0 days 00:00:20.793000,0.34654999999999997
236114,25713969201199,Existing loan takeover,New credit,Application_1000339879,37500.0,Released,User_25,W_Validate application,Workflow,Workitem_1272607538,suspend,2016-03-29 10:42:25.151,Tuesday,10,48,2016-03-30 11:11:48.591,1 days 00:29:23.440000,1469.3906666666667
240357,25713969201200,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_87,O_Accepted,Offer,OfferState_1469594792,complete,2016-03-30 11:11:48.591,Wednesday,11,49,2016-03-30 11:11:48.596,0 days 00:00:00.005000,8.333333333333333e-05
240358,25713969201201,Existing loan takeover,New credit,Application_1000339879,37500.0,statechange,User_87,A_Pending,Application,ApplState_244543723,complete,2016-03-30 11:11:48.596,Wednesday,11,50,2016-03-30 11:11:48.600,0 days 00:00:00.004000,6.666666666666667e-05
240359,25713969201202,Existing loan takeover,New credit,Application_1000339879,37500.0,Deleted,User_87,W_Validate application,Workflow,Workitem_784695087,ate_abort,2016-03-30 11:11:48.600,Wednesday,11,51,2016-02-26 09:17:08.702,-34 days +22:05:20.102000,-47634.66496666667
140251,18429704667136,Existing loan takeover,New credit,Application_100034150,5000.0,Created,User_1,A_Create Application,Application,Application_100034150,complete,2016-02-26 09:17:08.702,Friday,9,1,2016-02-26 09:17:08.781,0 days 00:00:00.079000,0.0013166666666666667
140252,18429704667137,Existing loan takeover,New credit,Application_100034150,5000.0,statechange,User_1,A_Submitted,Application,ApplState_1876536887,complete,2016-02-26 09:17:08.781,Friday,9,2,2016-02-26 09:17:09.360,0 days 00:00:00.579000,0.009649999999999999
140253,18429704667138,Existing loan takeover,New credit,Application_100034150,5000.0,Created,User_1,W_Handle leads,Workflow,Workitem_1857743533,schedule,2016-02-26 09:17:09.360,Friday,9,3,2016-02-26 10:18:19.304,0 days 01:01:09.944000,61.165733333333336
140682,18429704667139,Existing loan takeover,New credit,Application_100034150,5000.0,Obtained,User_5,W_Handle leads,Workflow,Workitem_1381927478,start,2016-02-26 10:18:19.304,Friday,10,4,2016-02-26 10:18:43.550,0 days 00:00:24.246000,0.40409999999999996
140685,18429704667140,Existing loan takeover,New credit,Application_100034150,5000.0,Deleted,User_5,W_Handle leads,Workflow,Workitem_1723165043,complete,2016-02-26 10:18:43.550,Friday,10,5,2016-02-26 10:18:43.560,0 days 00:00:00.010000,0.00016666666666666666
140686,18429704667141,Existing loan takeover,New credit,Application_100034150,5000.0,Created,User_5,W_Complete application,Workflow,Workitem_744693303,schedule,2016-02-26 10:18:43.560,Friday,10,6,2016-02-26 10:18:43.564,0 days 00:00:00.004000,6.666666666666667e-05
140687,18429704667142,Existing loan takeover,New credit,Application_100034150,5000.0,Obtained,User_5,W_Complete application,Workflow,Workitem_2126459977,start,2016-02-26 10:18:43.564,Friday,10,7,2016-02-26 10:18:43.569,0 days 00:00:00.005000,8.333333333333333e-05
140688,18429704667143,Existing loan takeover,New credit,Application_100034150,5000.0,statechange,User_5,A_Concept,Application,ApplState_1045140397,complete,2016-02-26 10:18:43.569,Friday,10,8,2016-02-26 10:19:16.550,0 days 00:00:32.981000,0.5496833333333334
140700,18429704667144,Existing loan takeover,New credit,Application_100034150,5000.0,Released,User_5,W_Complete application,Workflow,Workitem_1786606410,suspend,2016-02-26 10:19:16.550,Friday,10,9,2016-02-26 14:55:11.657,0 days 04:35:55.107000,275.91845
142150,18429704667145,Existing loan takeover,New credit,Application_100034150,5000.0,Obtained,User_37,W_Complete application,Workflow,Workitem_1908834757,resume,2016-02-26 14:55:11.657,Friday,14,10,2016-02-26 14:58:59.293,0 days 00:03:47.636000,3.7939333333333334
142164,18429704667146,Existing loan takeover,New credit,Application_100034150,5000.0,statechange,User_37,A_Accepted,Application,ApplState_725477399,complete,2016-02-26 14:58:59.293,Friday,14,11,2016-02-26 15:00:45.194,0 days 00:01:45.901000,1.7650166666666667
142170,18429704667147,Existing loan takeover,New credit,Application_100034150,5000.0,Created,User_37,O_Create Offer,Offer,Offer_666717447,complete,2016-02-26 15:00:45.194,Friday,15,12,2016-02-26 15:00:46.702,0 days 00:00:01.508000,0.025133333333333334
142172,18429704667148,Existing loan takeover,New credit,Application_100034150,5000.0,statechange,User_37,O_Created,Offer,OfferState_1385960867,complete,2016-02-26 15:00:46.702,Friday,15,13,2016-02-26 15:01:56.153,0 days 00:01:09.451000,1.1575166666666665
142173,18429704667149,Existing loan takeover,New credit,Application_100034150,5000.0,statechange,User_37,O_Sent (mail and online),Offer,OfferState_395812187,complete,2016-02-26 15:01:56.153,Friday,15,14,2016-02-26 15:01:56.176,0 days 00:00:00.023000,0.00038333333333333334
142174,18429704667150,Existing loan takeover,New credit,Application_100034150,5000.0,Deleted,User_37,W_Complete application,Workflow,Workitem_696915332,complete,2016-02-26 15:01:56.176,Friday,15,15,2016-02-26 15:01:56.215,0 days 00:00:00.039000,0.00065
142175,18429704667151,Existing loan takeover,New credit,Application_100034150,5000.0,Created,User_37,W_Call after offers,Workflow,Workitem_1785134926,schedule,2016-02-26 15:01:56.215,Friday,15,16,2016-02-26 15:01:56.224,0 days 00:00:00.009000,0.00015
